announce_date;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_local_positive_cases;number_of_positive_cases_from_panshi_ship;number_of_unknown_positive_cases;dead;recovery;hospital_quarantine_reported;note;reference
2021-12-23 ;4829258;4810401;2200;14599;36;15;850;;;指揮中心統計，截至目前國內累計4,829,258例新型冠狀病毒肺炎相關通報(含4,810,401例排除)，其中16,853例確診，分別為2,200例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://tw.news.yahoo.com/1223-%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E5%A2%9E-13-%E4%BE%8B%E5%A2%83%E5%A4%96%E7%A7%BB%E5%85%A5-%E7%84%A1%E6%AD%BB%E4%BA%A1%E5%80%8B%E6%A1%88-061742416.html
2021-12-22 ;4813164;4794827;2187;14599;36;15;850;;;指揮中心統計，截至目前國內累計4,813,164例新型冠狀病毒肺炎相關通報(含4,794,827例排除)，其中16,840例確診，分別為2,187例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。 2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/kWxZwn01NkNft8vvuR-8iQ?typeid=9
2021-12-21 ;4794007;4775550;2173;14599;36;15;850;;;指揮中心統計，截至目前國內累計4,794,007例新型冠狀病毒肺炎相關通報(含4,775,550例排除)，其中16,826例確診，分別為2,173例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/ZCHA5BJcbAHqa3rEfKzgiQ?typeid=9
2021-12-20 ;4774769;4756108;2163;14599;36;15;850;;;指揮中心統計，截至目前國內累計4,774,769例新型冠狀病毒肺炎相關通報(含4,756,108例排除)，其中16,816例確診，分別為2,163例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/IgdrNGmRzvUV_y1dDQZLbg?typeid=9
2021-12-19 ;4763385;4744216;2152;14599;36;15;850;;;指揮中心統計，截至目前國內累計4,763,385例新型冠狀病毒肺炎相關通報(含4,744,216例排除)，其中16,805例確診，分別為2,152例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/GqrECv8g1A5pcuUsJbNwyA?typeid=9
2021-12-18 ;4747250;4727825;2146;14599;36;15;849;;;指揮中心統計，截至目前國內累計4,747,250例新型冠狀病毒肺炎相關通報(含4,727,825例排除)，其中16,799例確診，分別為2,146例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；累計111例移除為空號。2020年起累計849例COVID-19死亡病例，其中837例本土，個案居住縣市分布為新北市412例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/xpr8IEBdD6agTmKYO0do_Q?typeid=9
2021-12-17 ;4729623;4709526;2133;14599;36;15;849;;;指揮中心統計，截至目前國內累計4,729,623例新型冠狀病毒肺炎相關通報(含4,709,526例排除)，其中16,786例確診，分別為2,133例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計849例COVID-19死亡病例，其中837例本土，個案居住縣市分布為新北市412例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/ZEZs-BpahQJyNxIgZMvnmw?typeid=9
2021-12-16 ;4710205;4689895;2125;14592;36;15;849;;;指揮中心統計，截至目前國內累計4,710,205例新型冠狀病毒肺炎相關通報(含4,689,895例排除)，其中16,771例確診，分別為2,125例境外移入，14,592例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計849例COVID-19死亡病例，其中837例本土，個案居住縣市分布為新北市412例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/j0Lv5A4_bB5XCnhGvdJYzw?typeid=9
2021-12-15 ;4690800;4672174;2114;14591;36;15;849;;;指揮中心統計，截至目前國內累計4,690,800例新型冠狀病毒肺炎相關通報(含4,672,174例排除)，其中16,759例確診，分別為2,114例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；累計111例移除為空號。2020年起累計849例COVID-19死亡病例，其中837例本土，個案居住縣市分布為新北市412例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/DF7ogeZZ4Sq2mcsf3p5V1A?typeid=9
2021-12-14 ;4672651;4655350;2107;14591;36;15;848;;;指揮中心統計，截至目前國內累計4,672,651例新型冠狀病毒肺炎相關通報(含4,655,350例排除)，其中16,752例確診，分別為2,107例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/jYSkhkTuIrL1g8h4BnsiPw?typeid=9
2021-12-13 ;4657395;4639667;2097;14591;36;15;848;;;指揮中心統計，截至目前國內累計4,657,395例新型冠狀病毒肺炎相關通報(含4,639,667例排除)，其中16,742例確診，分別為2,097例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/8ZtmGnmnTDndGf1ih_-ZgA?typeid=9
2021-12-12 ;4646270;4628598;2092;14591;36;15;848;;;指揮中心統計，截至目前國內累計4,646,270例新型冠狀病毒肺炎相關通報(含4,628,598例排除)，其中16,737例確診，分別為2,092例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/XL05Cn8AuiHJYNBfEMlPUA?typeid=9
2021-12-11 ;4632446;4614110;2086;14591;36;15;848;;;指揮中心統計，截至目前國內累計4,632,446例新型冠狀病毒肺炎相關通報(含4,614,110例排除)，其中16,731例確診，分別為2,086例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/ruOWq6GTSZGSOq38yIgd3w?typeid=9
2021-12-10 ;4615676;4597765;2076;14591;36;15;848;;;指揮中心統計，截至目前國內累計4,615,676例新型冠狀病毒肺炎相關通報(含4,597,765例排除)，其中16,721例確診，分別為2,076例境外移入，14,591例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/UN5fQgp3h2gfyNntP6ouCQ?typeid=9
2021-12-09 ;4600226;4582236;2060;14590;36;15;848;;;指揮中心統計，截至目前國內累計4,600,226例新型冠狀病毒肺炎相關通報(含4,582,236例排除)，其中16,704例確診，分別為2,060例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/M6sT3rx4Rd7QcDxcnCG8ow?typeid=9
2021-12-08 ;4583889;4566149;2044;14590;36;15;848;;;指揮中心統計，截至目前國內累計4,583,889例新型冠狀病毒肺炎相關通報(含4,566,149例排除)，其中16,688例確診，分別為2,044例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/Cw2WizvTzxs1dNf94r8Fnw?typeid=9
2021-12-07 ;4565572;4547856;2039;14590;36;15;848;;;指揮中心統計，截至目前國內累計4,565,572例新型冠狀病毒肺炎相關通報(含4,547,856例排除)，其中16,683例確診，分別為2,039例境外移入，14,590例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；另累計111例移除為空號。2020年起累計848例COVID-19死亡病例，其中836例本土，個案居住縣市分布為新北市412例、臺北市321例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。;https://www.cdc.gov.tw/Bulletin/Detail/DkHH9jmlqsuArel0Ge54ig?typeid=9
